Codigo;Marca
331470;VW/8.150 RODOKINHO CT              
331471;VW/17250 PM1000TAO CT 2E           
331472;VW/31.320 MASTER                   
331475;VW/VIR 17250 CLC 6X2               
331476;VW/15.180CNM SAOJOAO CM            
331478;VW/18310 TITAN VIR 4X2             
331479;VW/VIR 19320 CLC TT 6X2            
331482;VW/5.140 MIB METROPOL BD           
331485;VW/8.150 E DELIVERY PLUS           
331486;VW/9.150 E DELIVERY                
331489;VW/15.180E CUM. WORKER             
331495;VW/19.320 CN RODOEIXO CA           
331497;VW/8.150E MORUMBI CT               
331499;VW/VW E                            
331501;GM/CHEVR.12000 CUSTOM              
331599;GM/CHEVROLET 12000                 
331601;GM/CHEVR. 14000 CUSTON             
331699;GM/CHEVROLET 14000                 
331701;VW/VW 7.110 S                      
331702;VW/7.110 S CE                      
331703;VW/7.100                           
331704;VW/7.100 TECAR PAS 3.500           
331706;VW/7.110                           
331799;VW/VW 7.110                        
331899;GM/CHEVROLET 21000                 
331999;FORD/FORD F 6000                   
332099;IMP/DAF                            
332199;FNM/FNM                            
332201;FNM/FNM 180 N3                     
332299;FNM/FNM 180                        
332399;FNM/FNM 210                        
332501;FORD/CARGO 2218 T                  
332599;FORD/CARGO 2218                    
332699;IMP/HAVESTER                       
332799;IMP/BERLIET                        
332899;M.B./M. BENZ LK 2215               
332999;FORD/FORD 14000                    
333099;VW/VW 11.140                       
333199;IMP/CABOT                          
333201;IMP/SAT 1500                       
333299;IMP/SAT                            
333300;M.BENZ/915 E MIB BRUSK             
333301;M.BENZ/914                         
333302;M.BENZ/914 C                       
333399;M.B./M. BENZ 912                   
333599;VW/VW 14.210                       
333699;IMP/COMANDO                        
333799;IMP/MAN                            
333899;CHRY/DODGE D 200                   
333999;CHRY/DODGE D 990                   
334099;IMP/PETERBILD                      
334101;VW/VW 16.210                       
334102;VW/VW 16.210 H                     
334103;VW/VW 16.220                       
334104;VW/16 170 BT                       
334106;VW/16.300                          
334199;VW/VW 16.170                       
334201;AGRALE/AGR 1800 D RD               
334202;AGRALE/1800 D RS                   
334203;AGRALE/1800 D RS FD                
334204;AGRALE/1800 D RD FD                
334299;AGRALE/AGR 1800                    
334399;IMP/PETER BILT                     
334401;VOLVO/NL 10 280                    
334402;VOLVO/NL 10 340                    
334403;VOLVO/NL 10 280 4X2                
334404;VOLVO/NL10 280 6X4                 
334405;VOLVO/NL 10 340 4X2                
334406;VOLVO/NL10 340 6X2                 
334407;VOLVO/NL10 340 6X4                 
334408;VOLVO/NL10 310 4X2                 
334409;VOLVO/NL10 310 6X4                 
334410;VOLVO/NL10 310 6X2                 
334411;VOLVO/NL10 320 4X2R EDC            
334412;VOLVO/NL10 320 4X2T EDC            
334413;VOLVO/NL10 320 6X4R EDC            
334414;VOLVO/NL10 320 6X4T EDC            
334415;VOLVO/NL10 320 6X2T EDC            
334416;VOLVO/FM12340 6X46                 
334417;VOLVO/FM10320 6X4T                 
334418;VOLVO/FM10320 6X4T                 
334419;VOLVO/FM12380 6X4 T                
334420;VOLVO/FM10320 4X2T                 
334501;VOLVO/NL12 400                     
334502;VOLVO/NL 12 400 4X2                
334503;VOLVO/NL12 400 6X4                 
334504;VOLVO/NL12 360 4X2                 
334505;VOLVO/NL 360 6X2                   
334506;VOLVO/NL12 410 4X2                 
334507;VOLVO/NL12 360 6X4                 
334508;VOLVO/NL12 410 6X4                 
334509;VOLVO/NL12 410 6X2                 
334510;VOLVO/NL12 360 6X4R EDC            
334511;VOLVO/NL12 360 6X4T EDC            
334512;VOLVO/NL12 360 4X2R EDC            
334513;VOLVO/NL12 360 4X2T EDC            
334514;VOLVO/NL12 360 6X2T EDC            
334515;VOLVO/NL12 410 4X2R EDC            
334516;VOLVO/NL12 410 4X2T EDC            
334517;VOLVO/NL12 410 6X2T EDC            
334518;VOLVO/NL12 410 6X4R EDC            
334519;VOLVO/NL12 410 6X4T EDC            
334520;VOLVO/FH12 380 4X2 T               
334521;VOLVO/FH12 380 4X2 R               
334522;VOLVO/FH12 380 6X4 T               
334523;VOLVO/FH12 380 6X4 R               
334524;VOLVO/NH12340 6X4T                 
334525;VOLVO/NH12380 6X4T                 
334526;VOLVO/NH12420 6X4T                 
334527;VOLVO/FH12340 6X4T                 
334528;VOLVO/FH12380 6X4T                 
334529;VOLVO/FH12420 6X4T                 
334530;VOLVO/FH12340 4X2T                 
334531;VOLVO/FH12380 6X2T                 
334532;VOLVO/FH12420 4X2T                 
334533;VOLVO/NH12340 4X2T                 
334534;VOLVO/FH12380 4X2T                 
334535;VOLVO/NH12420 4X2T                 
334536;VOLVO/NH12420 4X2R                 
334537;VOLVO/NH12340 4X2R                 
334538;VOLVO/NH12380 4X2R                 
334539;VOLVO/FM10320 6X4R                 
334540;VOLVO/FM12380 6X4R                 
334541;VOLVO/FM12420 6X4R                 
334542;VOLVO/FM12340 6X4R                 
334543;VOLVO/FM10320 4X2R                 
334544;VOLVO/FM12 340 4X2T                
334545;VOLVO/FM12 340 4X2R                
334547;VOLVO/FM12 420 8X4R                
334548;VOLVO/NH12 460 4X2T                
334551;VOLVO/FH12 460 4X2T                
334552;VOLVO/NH12 460 6X4T                
334554;VOLVO/NH12 460 6X4R                
334565;VOLVO/FH12 460 6X4T                
334566;VOLVO/FH12 460 6X4R                
334567;VOLVO/FM 6X4T                      
334569;VOLVO/FH12 380 6X2T                
334570;VOLVO/FH12 420 6X2T                
334571;VOLVO/FH12 460 6X2T                
334573;VOLVO/NH12 380 6X2T                
334574;VOLVO/NH12 420 6X2T                
334577;VOLVO/FM 6X2T                      
334579;VOLVO/FM12420 RODOCAP CM           
334581;VOLVO/NL12410 RODOCAP CM           
334585;VOLVO/FM12420 FERRARI CT           
334601;M.B./M BENZ L 1214                 
334602;M.B./M BENZ LK 1214                
334603;M.BENZ/1214                        
334604;M.BENZ/1218                        
334605;M.BENZ/1214 C                      
334606;M.BENZ/1214 K                      
334607;M.BENZ/1215C                       
334701;M.B./M BENZ L 1218                 
334702;M.BENZ/L 1218 EL                   
334801;M.B./M BENZ L 1414                 
334802;M.B./M BENZ LK 1414                
334803;M.BENZ/1414                        
334804;M.BENZ/1418                        
334901;M.B./M BENZ L 1418                 
334902;M.B./M BENZ LK 1418                
334903;M.B./M BENZ LAK 1418               
334904;M.B./M BENZ LA 1418                
334905;M.BENZ/L 1418 E                    
334906;M.BENZ/LK 1418 E                   
334907;M.BENZ/L 1418R                     
334908;M.BENZ/LK 1418 R                   
334909;M.BENZ/1418 R                      
334910;M.BENZ/L 1418 EL                   
335001;M.B./M BENZ L 1614                 
335002;M.BENZ/LK 1614                     
335003;M.BENZ/L 1620                      
335101;M.B./M BENZ L 1618                 
335102;M.B./M BENZ LK 1618                
335103;M.BENZ/LK 1620                     
335104;M.BENZ/1618M                       
335201;M.B./M BENZ L 2225                 
335202;M.BENZ/LK 2225                     
335203;M.BENZ/LB 2225                     
335399;IMP/HERRY WEATHER                  
335401;GM/MATRA 753                       
335402;GM/MATRA 783                       
335403;GM/MATRA 993                       
335404;GM/MATRA M 19 653                  
335405;GM/MATRA M 19 683                  
335501;M.BENZ/L 1621                      
335502;M.BENZ/LK 1621                     
335503;M.BENZ/L1622                       
335601;M.BENZ/LS 1935                     
335604;M.BENZ/LS 1935 SETEC CM            
335701;M.BENZ/LS 1940                     
335801;RANDON/RK 628                      
335802;RANDON/RK 425                      
335803;RANDON/RK 125                      
335900;I/KENWORTH T2000 6X4               
335999;IMP/KENWORTH                       
336099;IMP/OSHKOSH                        
336101;SCANIA/T 112 HW 4X2                
336102;SCANIA/T 112 HW 6X2                
336103;SCANIA/T 112 HW 6X4                
336104;SCANIA/T 112 HW 4X2S               
336105;SCANIA/T 112 HW 6X2S               
336106;SCANIA/T 112 HW 6X4S               
336107;SCANIA/T 112 HW 4X2 INT            
336108;SCANIA/T 112 HW 6X2 INT            
336109;SCANIA/T 112 HW 6X4 INT            
336110;SCANIA/T 112 HW                    
336111;SCANIA/T 112 HW 4X2 310            
336112;SCANIA/T 112 HW 4X2 360            
336201;SCANIA/R 112 HW 4X2                
336202;SCANIA/R 112 HW 6X2                
336203;SCANIA/R 112 HW 6X4                
336204;SCANIA/R 112 HW 4X2S               
336205;SCANIA/R 112 HW 6X2S               
336206;SCANIA/R 112 HW 6X4S               
336207;SCANIA/R 112 HW 4X2 INT            
336208;SCANIA/R 112 HW 6X2 INT            
336209;SCANIA/R 112 6X4 INT               
336210;SCANIA/R 112 HW                    
336211;SCANIA/R 112 HW 4X2 360            
336212;SCANIA/R 420 A6X2                  
336213;SCANIA/R 420 A6X2 4                
336301;SCANIA/R 112 EW 4X2                
336302;SCANIA/T 112 EW 4X4                
336303;SCANIA/R 112 EW 6X4                
336304;SCANIA/T 112 EW 6X6                
336305;SCANIA/T 112 EW 4X2S               
336306;SCANIA/T 112 EW 4X4S               
336307;SCANIA/T 112 6X4S                  
336308;SCANIA/T 112 EW 6X6S               
336309;SCANIA/T 112 EW 4X2 INT            
336310;SCANIA/T 112 EW 4X4 INT            
336311;SCANIA/T 112 EW 6X4 INT            
336312;SCANIA/T 112 EW 6X6 INT            
336313;SCANIA/T 112 EW                    
336401;SCANIA/R 112 EW 4X2                
336402;SCANIA/R 112 EW 4X4                
336403;SCANIA/R 112 EW 6X4                
336404;SCANIA/R 112 EW 6X6                
336405;SCANIA/R 112 EW 4X2S               
336406;SCANIA/R 112 EW 4X4S               
336407;SCANIA/R 112 EW 6X4S               
336408;SCANIA/R 112 EW 6X6S               
336409;SCANIA/R 112 EW 4X2 INT            
336410;SCANIA/R 112 EW 4X4 INT            
336411;SCANIA/R 112 EW 6X4 INT            
336412;SCANIA/R 112 EW 6X6 INT            
336413;SCANIA/R 112 HK                    
336414;SCANIA/R 112 EW                    
336501;SCANIA/T 142 HW 6X6 INT            
336502;SCANIA/T 142 HW 4X2 INT            
336503;SCANIA/T 142 HW 6X2 INT            
336504;SCANIA/T 142 HW                    
336601;SCANIA/R 142 HW 4X2 INT            
336602;SCANIA/R 142 HW 6X2 INT            
336603;SCANIA/R 142 HW 6X4 INT            
336604;SCANIA/R 142 HW                    
336701;SCANIA/T 142 EW 4X2 INT            
336702;SCANIA/T 142 EW 4X4 INT            
336703;SCANIA/T 142 EW 6X4 INT            
336704;SCANIA/T 142 EW 6X6 INT            
336705;SCANIA/T 142 HK                    
336706;SCANIA/T 142 EW                    
336801;SCANIA/R 142 EW 4X2 INT            
336802;SCANIA/R 142 EW 4X4 INT            
336803;SCANIA/R 142 EW 6X4 INT            
336804;SCANIA/R 142 EW 6X6 INT            
336805;SCANIA/R 142 EW                    
337001;M.B./M.BENZ L 1625                 
337002;M.B./M.BENZ LS 1625                
337101;M.B./M.BENZ L 2218                 
337102;M.B./M.BENZ LB 2218                
337103;M.B./M.BENZ LK 2218                
337201;M.B./M.BENZ LS 1630                
337202;M.BENZ/1720 K                      
337203;M.BENZ/LS 1938                     
337204;M.BENZ/L 1938                      
337205;M.BENZ/LS 1632                     
337206;M.BENZ/L 1632                      
337207;IMP/MERCEDES BENZ 1944             
337208;IMP/DAIMLER BENZ 1928 AK           
337209;M.BENZ/1938 S                      
337210;M.BENZ/1938                        
337211;M.BENZ/LS 1634                     
337212;M.BENZ/ATEGO 1315                  
337213;M.BENZ/ATEGO 1418                  
337214;M.BENZ/ATEGO 1518                  
337215;M.BENZ/ATEGO 1718                  
337216;M.BENZ/ATEGO 1725                  
337218;I/M.BENZ ATEGO 823 4X2             
337219;M.BENZ/ATEGO 2425                  
337220;M.BENZ/L 1318                      
337221;M.BENZ/ATEGO 2428                  
337222;M.BENZ/ATEGO 1728 S                
337223;M.BENZ/A2425 PMERECHIM82           
337224;M.BENZ/ATEGO 2428 MASTER           
337225;M.BENZ/ATEGO 2425 MASTER           
337226;M.BENZ/A2428 PMERECHIM82           
337227;I/M.BENZ ACTRIS 4844 K             
337228;M.BENZ/MULTIEIXO 24258X4           
337243;M.BENZ/LS1933 SAOJOAO CP           
337247;M.BENZ/LS1630 SAOJOAO CP           
337301;PUMA/4.T                           
337302;PUMA/2.T                           
337401;RANDON/RL 425                      
337501;AGRALE/ULTRAVAN FO                 
337599;AGRALE/ULTRAVAN                    
337699;FORD/CARGO 3224                    
337701;M.B./M.BENZ/LS 1941                
337801;M.B./M.BENZ/L 2017                 
337901;FORD/CARGO 1419                    
337902;FORD/CARGO 1519 B                  
337903;FORD/CARGO 1719                    
337904;FORD/CARGO 1933 TL                 
337905;FORD/CARGO 1933 T                  
337906;FORD/CARGO 3133 6X4                
337907;FORD/CARGO 2629 6X4                
337908;FORD/CARGO 2623 6X4                
337909;FORD/CARGO 816 S                   
337910;FORD/CARGO 2429                    
337911;FORD/CARGO 2423 L                  
337912;FORD/CARGO 2423                    
337913;FORD/CARGO 2429 L                  
337914;FORD/CARGO 1933 L                  
337915;FORD/CARGO 1933                    
337918;FORD/CARGO 2429 IPG CE             
338001;FORD/CARGO 1619                    
